Estación,Código,X=N,Y=E,Municipio,Cuenca,Corriente,Año,Enero,Febrero,Marzo ,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
Tocancipá,2120792,1041500,1018200,Tocancipá,R. Bogotá,R. Bogotá,2009,292,270,280,298,300,254,308,308,298,322,290,315
Tocancipá,2120792,1041500,1018200,Tocancipá,R. Bogotá,R. Bogotá,2010,300,280,268,316,312,310,380,292,310,332,360,350
Tocancipá,2120792,1041500,1018200,Tocancipá,R. Bogotá,R. Bogotá,2011,244,280,302,490,470,403,395,325,289,447,421,425
Tocancipá,2120792,1041500,1018200,Tocancipá,R. Bogotá,R. Bogotá,2012,270,260,270,463,300,358,438,438,302,364,320,280
Tocancipá,2120792,1041500,1018200,Tocancipá,R. Bogotá,R. Bogotá,2013,295,295,299,300,305,2258,321,310,0,0,0,0
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,1995,0,72,85,90,90,85,85,79,70,89,89,0
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,1996,0,0,100,90,93,95,96,99,99,96,96,96
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,1997,94,95,98,98,97,89,99,94,59,98,99,98
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,1998,90,90,94,97,95,89,88,90,84,87,86,86
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,1999,89,90,98,99,90,90,88,99,92,92,80,86
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2000,87,90,87,82,82,76,92,84,83,80,83,74
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2001,76,75,88,89,79,66,86,92,80,90,86,98
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2002,90,90,94,100,99,94,78,172,94,90,94,88
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2003,0,0,0,0,0,0,88,83,92,80,75,90
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2004,80,78,72,84,88,81,75,77,74,81,78,86
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2005,80,60,74,80,76,76,77,74,70,80,70,74
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2006,80,78,74,70,70,78,70,80,76,74,80,70
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2007,70,78,80,70,80,74,70,76,70,76,76,80
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2008,79,76,76,76,82,76,76,82,80,82,74,86
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2009,80,80,82,74,80,80,82,86,90,92,84,90
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2010,90,90,80,68,82,80,84,94,92,90,80,80
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2011,90,86,92,80,90,90,92,90,650,80,82,136
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2012,80,80,80,90,70,68,74,78,86,80,70,78
Tocaima,2120890,985000,938000,Tocaima,R. Bogotá,Canal Chucunda,2013,88,80,78,80,80,80,80,80,80,0,0,0
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,1997,0,0,0,40,60,30,30,30,32,90,50,42
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,1998,29,29,50,48,100,73,64,81,53,100,100,100
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,1999,100,100,100,100,75,59,58,68,95,100,98,98
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2000,85,100,95,95,89,80,90,80,95,92,90,90
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2001,90,91,100,95,95,84,25,25,25,26,95,85
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2002,25,25,45,70,65,55,40,40,41,35,60,22
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2003,20,10,30,68,40,30,50,15,20,40,50,90
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2004,50,50,50,50,50,40,40,35,50,50,49,60
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2005,40,50,50,60,60,50,80,42,34,90,80,50
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2006,20,4,10,100,100,5,1,2,1,10,100,40
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2007,10,1,50,10,2,9,10,10,4,30,50,50
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2008,30,40,10,20,40,20,8,10,24,20,50,100
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2009,10,40,100,100,9,40,10,7,7,18,18,2
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2010,2,6,6,27,10,14,30,9,12,10,40,40
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2011,99,200,85,100,75,18,18,90,10,300,95,105
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2012,14,13,54,23,14,12,6,6,2,30,6,16
Ticha Muñoz,2401795,1091230,1040840,Guachetá,Lag. Fúquene,Q. Miña,2013,2,15,80,79,74,2,4,6,2,0,0,0
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1991,60,59,80,78,68,70,82,76,94,98,350,70
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1992,70,70,59,59,59,59,105,97,60,60,280,250
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1993,135,90,78,80,350,100,0,0,0,0,140,150
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1994,110,0,90,200,150,130,150,100,250,280,180,115
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1995,0,0,160,0,90,105,92,148,0,90,100,170
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1996,0,120,150,140,178,130,180,105,90,240,130,190
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1997,200,110,65,90,80,80,170,135,100,170,120,110
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1998,55,70,80,90,215,180,185,170,120,120,110,170
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,1999,130,115,120,120,110,90,78,80,220,300,260,220
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2000,95,90,120,180,90,200,150,0,0,0,0,0
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2001,0,0,0,0,0,0,0,0,0,250,200,120
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2002,70,72,120,130,250,200,170,230,125,160,155,95
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2003,75,95,110,95,180,90,150,130,90,205,210,215
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2004,135,95,110,135,240,210,160,170,130,110,110,115
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2005,100,100,85,95,200,140,160,140,200,210,210,0
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2006,130,150,228,190,195,195,180,145,130,185,295,137
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2007,276,213,218,280,247,259,249,247,237,300,410,235
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2008,209,298,204,210,299,232,261,280,285,320,410,340
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2009,220,230,250,300,248,205,222,234,209,230,300,195
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2010,184,193,185,420,500,400,400,248,255,280,490,370
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2011,370,260,540,490,490,480,440,305,290,270,490,310
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2012,410,200,160,400,120,105,115,115,83,330,90,85
Tapias,2401714,1077280,1040170,Lenguazaque,R. Lenguazaque,R. Lenguazaque,2013,75,70,90,150,170,80,0,0,0,0,0,0
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2003,0,0,0,0,0,0,0,44,45,61,49,48
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2004,44,45,45,49,48,45,46,44,45,47,49,44
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2005,46,50,44,44,48,45,42,42,41,47,60,50
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2006,44,41,47,45,46,46,44,44,44,46,48,0
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2007,44,43,44,50,57,49,44,58,48,60,50,54
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2008,47,48,52,50,0,50,46,50,44,50,57,52
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2009,50,48,56,66,52,50,45,44,49,48,65,43
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2010,40,42,38,46,47,46,46,45,45,47,47,47
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2011,48,48,78,90,50,48,57,54,48,48,48,50
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2012,44,39,49,54,59,60,60,68,49,48,46,48
Los Tanques,2119720,975390,974050,Pasca,R. Sumapaz,Acq. Q. Honda,2013,48,0,64,58,62,51,52,52,49,0,0,0
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1991,35,30,30,40,40,95,75,80,45,55,45,27
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1992,19,16,17,40,38,55,70,50,45,30,45,40
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1993,18,14,35,35,60,55,70,60,58,31,60,35
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1994,20,22,30,32,100,70,70,85,80,0,0,0
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1995,0,0,20,60,100,80,75,100,45,50,20,20
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1996,25,65,150,70,0,0,0,0,0,0,0,0
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1997,26,25,16,15,32,30,57,50,25,18,32,32
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1998,27,22,25,26,65,69,70,65,39,46,36,73
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,1999,0,81,80,89,78,83,72,81,89,99,100,76
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2000,59,62,85,90,120,130,130,120,120,52,80,75
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2001,56,58,45,51,60,150,120,190,125,80,120,50
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2002,210,78,49,100,135,250,250,160,60,40,21,9
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2003,0,0,0,0,0,0,100,92,24,98,90,60
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2004,2,50,100,50,81,82,61,92,50,11,0,0
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2005,0,0,0,40,68,43,29,30,42,38,61,38
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2006,0,0,0,0,0,0,0,0,19,14,5,5
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2007,1,5,9,28,21,55,45,31,37,42,41,27
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2008,26,27,25,9,15,31,48,0,39,42,0,0
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2009,0,20,80,105,40,80,120,0,29,105,70,27
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2010,2,50,42,73,72,72,73,52,46,50,60,30
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2011,20,25,60,115,50,31,30,25,30,40,20,30
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2012,10,35,60,110,90,95,95,85,90,50,55,0
Sto. Domingo,2120799,1028800,1021300,Guasca,R. Siecha,R. Chipatá,2013,38,50,80,80,140,90,90,70,50,0,0,0
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1991,108,108,115,163,119,106,280,300,200,105,105,105
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1992,100,140,154,136,98,140,290,270,110,98,110,108
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1993,116,89,104,100,101,245,200,150,290,140,106,131
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1994,119,100,120,210,208,182,300,220,175,268,186,132
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1995,90,98,80,120,152,126,165,140,100,88,72,97
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1996,98,110,198,196,174,159,250,250,108,100,100,141
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1997,132,116,100,95,160,298,300,182,156,150,142,101
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1998,86,87,110,97,109,170,300,202,120,102,98,91
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,1999,76,65,126,146,136,129,119,114,200,210,150,160
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2000,90,120,119,84,156,200,170,139,142,276,260,100
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2001,92,122,122,115,100,186,220,260,225,128,120,98
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2002,130,92,100,138,296,300,300,300,140,112,112,90
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2003,82,82,130,128,220,160,280,270,128,96,92,88
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2004,86,78,70,80,200,260,250,200,82,98,76,70
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2005,68,68,70,94,102,100,113,270,260,178,250,76
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2006,80,80,86,150,120,220,300,106,74,80,0,0
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2007,62,75,77,106,100,168,140,134,68,140,78,80
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2008,92,40,54,80,102,158,112,120,0,84,180,120
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2009,63,64,78,72,70,68,158,170,70,75,60,52
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2010,82,40,40,100,142,190,160,90,90,110,160,120
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2011,95,78,100,340,450,250,274,154,230,230,260,254
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2012,86,114,84,344,120,200,310,200,140,230,210,68
Sta. Rosita,2120816,1056782,1036018,Suesca,R. Bogotá,R. Bogotá,2013,56,60,64,68,128,110,154,140,0,0,0,0
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1991,25,21,26,65,35,65,59,98,60,30,30,23
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1992,21,17,18,50,30,70,130,100,60,30,90,25
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1993,20,12,22,60,102,150,140,90,70,40,120,60
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1994,20,12,10,12,70,80,120,140,70,90,90,30
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1995,12,11,40,50,90,70,90,120,90,70,40,60
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1996,20,80,70,13,150,160,190,190,60,90,20,50
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1997,60,50,70,60,80,80,250,100,60,40,90,40
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1998,10,10,15,40,90,100,90,60,45,70,80,70
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,1999,40,50,60,96,70,70,80,100,80,100,40,50
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2000,15,16,20,20,30,70,97,140,90,90,120,80
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2001,17,12,60,10,55,170,170,160,190,90,30,20
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2002,20,45,80,120,130,130,130,120,40,50,30,16
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2003,0,0,0,0,0,80,100,120,90,70,35,25
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2004,35,11,30,90,120,190,150,100,60,70,70,60
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2005,70,30,16,40,90,85,90,90,90,60,80,26
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2006,12,10,40,70,115,90,65,90,80,70,80,0
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2007,22,19,12,60,115,100,115,109,120,90,65,35
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2008,110,25,20,25,45,130,140,100,80,80,120,60
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2009,35,70,30,60,60,80,120,100,70,60,65,30
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2010,20,21,35,75,100,90,90,90,42,80,90,70
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2011,30,40,50,130,200,120,120,65,140,130,80,80
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2012,40,40,50,210,120,98,200,80,80,46,60,25
Sta. Martha,2120868,1049850,1041350,Chocontá,Emb. Sisga,Q. Granadillo,2013,19,20,23,45,100,50,120,68,0,0,0,0
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1991,80,75,75,80,80,0,0,0,76,76,78,76
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1992,70,68,70,54,46,42,60,56,40,28,50,48
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1993,50,44,34,46,74,52,42,34,38,46,60,64
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1994,56,48,74,78,72,70,74,76,78,78,78,70
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1995,40,22,52,78,76,78,66,74,72,70,74,74
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1996,56,60,80,76,68,76,80,78,70,80,72,56
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1997,62,62,64,76,64,72,70,50,40,36,32,24
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1998,18,18,18,42,50,54,56,52,56,80,86,80
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,1999,68,64,68,64,58,58,56,54,78,100,90,64
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2000,40,36,38,36,36,32,38,36,38,40,42,34
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2001,24,14,40,36,20,16,16,22,32,46,46,36
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2002,28,14,68,0,72,70,64,54,48,52,54,54
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2003,42,36,58,80,64,36,40,40,52,52,52,52
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2004,42,24,28,54,64,62,44,38,48,76,82,76
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2005,36,50,36,70,60,46,46,55,55,98,94,68
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2006,50,32,60,110,100,100,0,52,50,75,100,78
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2007,46,36,55,90,56,70,65,65,62,100,80,56
Sta. Isabel,2120787,1043930,1001520,Tabio,R. Frío,R. Frío,2008,46,70,70,66,95,100,90,95,80,68,0,0
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1991,123,123,0,130,112,110,111,115,112,112,120,120
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1992,112,114,115,112,112,105,110,120,112,112,120,120
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1993,117,115,112,120,130,111,115,112,116,180,110,95
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1994,90,99,90,90,90,110,111,115,110,190,111,111
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1995,110,110,110,110,180,110,110,110,110,110,110,110
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1997,112,109,112,990,111,115,115,112,110,110,110,170
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1998,160,117,115,110,120,115,115,118,119,120,116,1108
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,1999,115,117,113,120,110,120,115,120,122,132,120,120
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2000,120,120,130,112,120,115,122,127,125,118,128,120
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2001,120,120,130,120,118,119,119,118,125,119,117,128
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2002,0,0,0,0,0,0,0,0,0,0,0,107
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2003,0,0,0,0,0,0,150,205,117,120,120,120
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2004,113,140,115,115,115,112,105,115,110,105,115,107
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2005,107,107,100,103,105,105,104,102,110,118,120,107
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2006,105,105,106,103,108,121,102,104,197,122,115,120
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2007,120,120,120,118,120,118,119,119,116,120,118,118
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2008,118,120,120,120,120,120,0,120,119,120,122,122
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2009,120,121,0,122,166,120,120,120,122,130,130,130
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2010,123,124,122,120,121,122,122,120,120,126,121,123
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2011,120,120,122,122,122,122,122,122,122,139,140,136
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2012,138,135,140,142,140,138,140,140,140,140,140,138
El Silencio,2120891,983590,936950,Tocaima,R. Bogotá,Canal La Salada,2013,130,140,140,140,140,140,140,140,140,0,0,0
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1992,44,43,65,104,90,103,237,225,110,71,124,114
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1993,50,58,71,98,106,192,181,110,140,80,86,150
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1994,54,51,73,62,150,150,270,150,180,196,130,60
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1995,48,40,55,100,104,146,114,102,76,67,97,60
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1996,66,88,180,94,257,100,222,168,105,162,98,98
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1997,80,60,44,48,116,110,280,168,66,54,60,40
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1998,36,38,54,53,192,222,230,122,46,94,88,98
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,1999,46,48,60,96,80,110,128,112,174,190,170,120
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,2000,52,80,137,66,118,196,150,204,136,82,194,54
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,2001,52,56,60,51,74,164,155,168,158,70,100,116
Saucio,2120719,1056820,1041145,Chocontá,R. Bogotá,R. Bogotá,2002,70,48,48,132,214,250,236,280,100,95,90,58
